Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3742,3709,5,3,9,1,15
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3796,3755,6,3,9,1,22
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",107,94,1,0,1,0,11
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7558,7484,11,4,23,1,35
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7665,7578,12,4,24,1,46
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",54,49,0,0,1,0,4
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3745,3700,7,1,16,0,21
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3799,3749,7,1,17,0,25
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",56,46,1,0,0,0,9
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3707,3674,5,2,9,1,16
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3763,3720,6,2,9,1,25
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",110,95,1,0,1,0,13
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7452,7374,12,3,25,1,37
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7562,7469,13,3,26,1,50
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",49,44,0,0,1,0,4
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3720,3673,7,1,17,0,22
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3769,3717,7,1,18,0,26
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",52,44,1,0,0,0,7
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3667,3619,9,5,13,1,20
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3719,3663,10,5,13,1,27
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",101,88,1,0,1,0,11
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7387,7292,16,6,30,1,42
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7488,7380,17,6,31,1,53
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",57,52,0,0,1,0,4
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3724,3672,8,3,17,0,24
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3781,3724,8,3,18,0,28
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",58,50,1,0,0,0,7
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3597,3550,9,5,15,1,17
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3655,3600,10,5,15,1,24
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",115,102,1,0,1,0,11
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7321,7222,17,8,32,1,41
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7436,7324,18,8,33,1,52
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",57,50,0,0,2,0,5
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3733,3679,12,4,13,0,25
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3790,3729,12,4,15,0,30
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",65,54,1,2,0,0,8
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3562,3509,11,6,17,1,18
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3627,3563,12,8,17,1,26
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",122,104,1,2,2,0,13
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7295,7188,23,10,30,1,43
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7417,7292,24,12,32,1,56
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",58,51,0,0,2,0,5
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3617,3569,8,2,13,0,25
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3675,3620,8,2,15,0,30
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",60,51,1,2,0,0,6
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",3493,3441,10,4,17,1,20
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",3553,3492,11,6,17,1,26
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US19001,19001,"Adair County, Iowa",118,102,1,2,2,0,11
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19001,19001,"Adair County, Iowa",7110,7010,18,6,30,1,45
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US19001,19001,"Adair County, Iowa",7228,7112,19,8,32,1,56
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",16,14,0,1,1,0,0
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",2019,1985,3,7,13,0,11
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",2035,1999,3,8,14,0,11
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",21,20,0,0,0,0,1
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1973,1937,5,11,10,0,10
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1994,1957,5,11,10,0,11
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",37,34,0,1,1,0,1
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3992,3922,8,18,23,0,21
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",4029,3956,8,19,24,0,22
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",16,14,0,1,1,0,0
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",2019,1985,3,7,13,0,11
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",2035,1999,3,8,14,0,11
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",21,20,0,0,0,0,1
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1973,1937,5,11,10,0,10
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1994,1957,5,11,10,0,11
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",37,34,0,1,1,0,1
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3992,3922,8,18,23,0,21
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",4029,3956,8,19,24,0,22
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",17,14,1,1,1,0,0
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",2019,1984,3,7,13,0,12
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",2036,1998,4,8,14,0,12
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",21,20,0,0,0,0,1
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1969,1932,5,12,10,0,10
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1990,1952,5,12,10,0,11
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",38,34,1,1,1,0,1
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3988,3916,8,19,23,0,22
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",4026,3950,9,20,24,0,23
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",18,15,1,1,1,0,0
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",2004,1970,4,7,11,0,12
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",2022,1985,5,8,12,0,12
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",23,22,0,0,0,0,1
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1951,1912,6,12,10,0,11
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1974,1934,6,12,10,0,12
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",41,37,1,1,1,0,1
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3955,3882,10,19,21,0,23
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",3996,3919,11,20,22,0,24
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",17,14,1,1,1,0,0
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1953,1919,3,7,12,0,12
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1970,1933,4,8,13,0,12
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",22,21,0,0,0,0,1
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1915,1875,7,12,10,0,11
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1937,1896,7,12,10,0,12
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",39,35,1,1,1,0,1
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3868,3794,10,19,22,0,23
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",3907,3829,11,20,23,0,24
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",18,15,1,1,1,0,0
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1936,1901,4,6,12,0,13
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1954,1916,5,7,13,0,13
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",23,22,0,0,0,0,1
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1915,1871,7,12,11,1,13
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1938,1893,7,12,11,1,14
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",41,37,1,1,1,0,1
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3851,3772,11,18,23,1,26
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",3892,3809,12,19,24,1,27
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",20,16,2,1,1,0,0
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1909,1873,5,6,12,0,13
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1929,1889,7,7,13,0,13
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",22,21,0,0,0,0,1
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1920,1876,7,10,13,1,13
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1942,1897,7,10,13,1,14
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",42,37,2,1,1,0,1
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3829,3749,12,16,25,1,26
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",3871,3786,14,17,26,1,27
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",21,16,3,1,1,0,0
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1878,1839,7,6,12,0,14
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1899,1855,10,7,13,0,14
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",20,19,0,0,0,0,1
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",1877,1837,5,10,13,0,12
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",1897,1856,5,10,13,0,13
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US19003,19003,"Adams County, Iowa",41,35,3,1,1,0,1
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19003,19003,"Adams County, Iowa",3755,3676,12,16,25,0,26
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US19003,19003,"Adams County, Iowa",3796,3711,15,17,26,0,27
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",332,294,5,11,5,15,2
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6688,6572,47,15,23,3,28
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7020,6866,52,26,28,18,30
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",425,374,8,30,3,9,1
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6885,6756,62,16,10,8,33
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7310,7130,70,46,13,17,34
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",757,668,13,41,8,24,3
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13573,13328,109,31,33,11,61
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14330,13996,122,72,41,35,64
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",332,294,5,11,5,15,2
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6687,6571,47,15,23,3,28
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7019,6865,52,26,28,18,30
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",425,374,8,30,3,9,1
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6884,6755,62,16,10,8,33
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7309,7129,70,46,13,17,34
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",757,668,13,41,8,24,3
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13571,13326,109,31,33,11,61
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14328,13994,122,72,41,35,64
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",338,299,6,11,4,15,3
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6680,6562,50,15,24,2,27
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7018,6861,56,26,28,17,30
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",429,376,9,30,3,9,2
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6903,6761,70,17,11,8,36
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7332,7137,79,47,14,17,38
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",767,675,15,41,7,24,5
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13583,13323,120,32,35,10,63
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14350,13998,135,73,42,34,68
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",332,291,6,13,4,13,5
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6570,6435,64,15,26,3,27
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",6902,6726,70,28,30,16,32
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",433,374,8,34,4,9,4
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6864,6697,92,16,13,11,35
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7297,7071,100,50,17,20,39
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",765,665,14,47,8,22,9
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13434,13132,156,31,39,14,62
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14199,13797,170,78,47,36,71
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",332,294,4,11,4,12,7
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6533,6381,79,15,26,3,29
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",6865,6675,83,26,30,15,36
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",422,369,4,33,4,8,4
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6836,6661,95,16,13,10,41
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7258,7030,99,49,17,18,45
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",754,663,8,44,8,20,11
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13369,13042,174,31,39,13,70
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14123,13705,182,75,47,33,81
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",349,310,6,8,4,12,9
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6545,6378,90,14,28,3,32
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",6894,6688,96,22,32,15,41
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",404,352,6,29,3,9,5
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",6735,6551,99,17,14,7,47
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",7139,6903,105,46,17,16,52
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",753,662,12,37,7,21,14
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19005,19005,"Allamakee County, Iowa",13280,12929,189,31,42,10,79
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US19005,19005,"Allamakee County, Iowa",14033,13591,201,68,49,31,93
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US19005,19005,"Allamakee County, Iowa",362,317,6,10,4,13,12
